user_location,user_latitude,user_longitude
"NoMa, Washington, DC",38.907025299999994,-77.0031528
"Waldorf, MD",38.6263882,-76.91065809999998
"Locust Valley, NY",40.875932399999996,-73.5970707
"Elyria, OH",41.36837979999999,-82.10764859999998
"West Hartford, CT",41.762044700000004,-72.74203990000002
"La Jolla, CA",32.8472711,-117.2742086
"Wyncote, PA",40.09089960000001,-75.1462400618813
"Saint Paul, MN",44.9504037,-93.10150259999999
"Madison, WI",43.074760999999995,-89.3837613
"Winter Garden, FL",28.5502685,-81.5925973608596
"Chevy Chase, MD",38.99320720000001,-77.0743833
"Chapel Hill, NC",35.91319960000001,-79.05584449999998
"Hamden, CT",41.3959287,-72.89687159999998
"Woodland, PA",40.6945124,-77.6249955
"Chantilly, VA",38.8943792,-77.4305118
"West McLean, VA",38.932055299999995,-77.1841468
"Van Ness/Forest Hills, Washington, DC",,
"Norfolk, VA",36.9306505,-76.2573110672108
"Ludlow, MA",42.20223475,-72.4594658616614
"Petworth, Washington, DC",38.945929799999995,-77.0249786
"Jacksonville Beach, FL",30.2946859,-81.3931396
"Dupont Circle, Washington, DC",38.910943599999996,-77.04272590000002
"Kitsilano, Vancouver, Canada",49.2694099,-123.155267
"Charlestown, MA",42.3778749,-71.06199570000003
"Baldwin, MD",39.494589399999995,-76.47018659999998
"Yuma, AZ",32.665167,-114.47590489494101
"Financial District, Manhattan, NY",40.76195785,-73.9784419747867
"Snellville, GA",33.857328,-84.0199108
"Richmond, CA",37.9357576,-122.3477486
"Chevy Chase, Washington, DC",38.9714068,-77.05425490000002
"Germantown, MD",39.173162100000006,-77.2716502
"Leavenworth, KS",39.3110919,-94.92279959999999
"Queens, NY",40.6524927,-73.7914213158161
"Cincinnati, OH",39.1014537,-84.5124602
"Fair Oaks, PA",32.9395728,-88.25169759999999
"Glover Park, Washington, DC",38.9209446,-77.0772
"Berkeley, CA",37.8708393,-122.27286389999999
"Irving, TX",32.862919500000004,-96.9791701654883
"Cleveland, OH",41.5051613,-81.6934446
"Oakland, CA",37.80445570000001,-122.27135630000001
"Laurel, MD",39.0992752,-76.8483061
"Somerville, MA",42.3875968,-71.0994968
"Centreville, VA",38.840390899999996,-77.4288769
"Allston/Brighton, Boston, MA",42.3566961,-71.1274895
"Asheville, NC",35.60094979999999,-82.5540161
"Ann Arbor, MI",42.268156899999994,-83.7312291
"Frederick, MD",39.414443,-77.4105783
"Odenton, MD",39.083777399999995,-76.70002240000002
"Leesburg, VA",39.1026092,-77.5590106451901
"Scottsdale, AZ",33.5091215,-111.8992365
"Capitol Heights, MD",38.8853963,-76.9159441
Hong Kong,22.2793278,114.16281310000001
"Haymarket, VA",38.8121009,-77.6366766
"Westerville, OH",40.126174299999995,-82.9290696
"Singapore, Singapore",1.2904527,103.85203800000001
"Wethersfield, CT",41.7142665,-72.6525922
"Hixson, TN",35.217807,-85.28611590000001
"Chalmette, LA",29.9427892,-89.9629372
"Winston-Salem, NC",36.0998167,-80.24414449999998
"Steubenville, OH",40.3697905,-80.63396379999998
"Savage, MD",39.1228336,-76.7964152
"Redondo Beach, CA",33.8455911,-118.38867659999998
"Crossroads, Kansas City, MO",39.0916527,-94.58389786539499
"Gwynn Oak, MD",38.707616200000004,-76.85719329999998
"Sartell, MN",45.6216319,-94.2069365
"Stamford, CT",41.0534302,-73.53873409999999
"West Hollywood, CA",34.0900091,-118.3617443
"Tallahassee, FL",30.4380832,-84.2809332
"Durango, CO",37.2753739,-107.8799422
"Boerum Hill, NY",40.6862248,-73.9842046
"Orland, CA",39.747110600000006,-122.1911356
"Carlsbad, CA",33.158093300000004,-117.3505939
"Avon Park, FL",27.5960827,-81.5060858
"New Rochelle, NY",40.9115386,-73.78263630000002
"Surrey, Canada",49.185083399999996,-122.84465490000001
"Tysons Corner, Mclean, VA",38.92083465,-77.2209183154145
"Moon, VA",37.4434684,-76.29271949999998
"Gastonia, NC",35.262082,-81.1873005
"Saddle River, NJ",41.031763700000006,-74.10208659999998
"Midlothian, VA",37.5062673,-77.6492679
"Maple Grove, MN",45.07597970000001,-93.4561052
"Makakilo, HI",21.346944399999998,-158.08583330000005
"Verona, KY",38.8183979,-84.66077790000001
"Rocklin, CA",45.496084,-62.77874129999999
"Wahiawā, HI",21.5006235,-158.01667011816005
"McKees Rocks, PA",40.4656244,-80.06561059999999
"Capitol Hill/Southeast, Washington, DC",38.889556299999995,-77.00942059999998
"Hanover, MD",39.19288529999999,-76.7241371
"Falls Church City, Falls Church, VA",38.882334,-77.17109140000002
"Bowie, MD",39.0067768,-76.77913649999998
"Martinsburg, WV",39.4560761,-77.9637713
"H Street Corridor/Atlas District/Near Northeast, Washington, DC",,
,34.220389000000004,70.38003140000002
"Traverse City, MI",44.7606441,-85.61653009999998
"Mainz, Germany",49.99999520000001,8.2710237
"Wesley Chapel, FL",28.186542499999998,-82.3663561137462
"Sonoma, CA",38.511080299999996,-122.8473388
"Kennesaw, GA",34.023433700000005,-84.6154897
"Bronx, NY",40.852785499999996,-73.8390537435388
"Woodstock, MD",39.330719,-76.86945820000003
"West Orange, NJ",40.798711299999994,-74.2390353
"Smyrna, GA",33.5981814,-83.4048862
"Kalispell, MT",48.202256299999995,-114.31671170000001
"Thornwood, NY",41.1234293,-73.7790218
"Venice, CA",33.995044,-118.4668875
"PLAYA DEL REY, CA",33.9550828,-118.4367496
"Allen, TX",33.1031744,-96.6705503
"Mississauga, Canada",43.5892854,-79.6441646
"Massapequa, NY",40.680656400000004,-73.47429140000001
"Manhattan Beach, CA",33.895083899999996,-118.40001470000001
"Nottingham, MD",39.3639964,-76.4521842
"Kailua, HI",19.663401,-155.956436466583
"Morrison, CO",39.6535988,-105.1910996
"Ashburn, VA",39.04371920000001,-77.48748990000001
"Gambrills, MD",39.067054,-76.6652449
"Federal Triangle, Washington, DC",38.8934583,-77.0280297
"Fort Collins, CO",40.5508527,-105.0668085
"Pleasanton, CA",37.6624312,-121.8746789
"Sunnyvale, CA",37.368830100000004,-122.03634960000001
"Angwin, CA",38.5783555,-122.448651445455
"Chula Vista, San Diego, CA",32.6400541,-117.0841955
"Grand Rapids, MI",42.96324050000001,-85.66786390000001
"Cockeysville, MD",39.4845658,-76.6502845
"Round Rock, TX",30.508235,-97.6788934
"Louisville, CO",39.977763,-105.13192959999999
"Bakersfield, CA",35.3738712,-119.01946389999999
"Edgewater, FL",28.988875399999994,-80.9022758
"Harrisburg, PA",40.26631070000001,-76.8861122
"Miami Beach, FL",25.7881436,-80.1272705
"Fort Worth, TX",32.753177,-97.3327459
"Chico, CA",39.728494500000004,-121.8374777
"Ashland, OR",42.1972487,-122.71539950000002
"Murfreesboro, TN",35.91551649999999,-86.44469333277891
"Catonsville, MD",39.272050899999996,-76.73191609999998
"Oak Lawn, IL",41.7108662,-87.75810809999999
"Orion charter Township, MI",42.71304600000001,-83.14937990000001
"Overland Park, KS",38.9822282,-94.6707917
"Abilene, TX",32.446453399999996,-99.7333478
"Marina del Rey, CA",33.97740170000001,-118.4508018
"Northwest Washington, DC",38.9352086,-77.05645009999998
"Mammoth Lakes, CA",37.6432525,-118.96685090000001
"Huntingtown, MD",38.6159533,-76.613015
"Old Town Alexandria, Alexandria, VA",,
"Rochester, NY",43.185475399999994,-77.61068605081759
"Memphis, TN",35.1490215,-90.0516285
"Muncie, IN",40.1936683,-85.3865114
"Renton, WA",47.4799078,-122.2034496
"New Orleans, LA",29.949932300000004,-90.0701156
"Lexington, KY",38.0464066,-84.4970393
"Kips Bay, Manhattan, NY",40.7395463,-73.97708320000002
"Maspeth, NY",40.72315800000001,-73.912637
"Clinton, MD",38.7651145,-76.8983059
"Hedwig Village, TX",29.779931800000004,-95.5187202
"Crownsville, MD",39.0284438,-76.6013536
"Hoboken, NJ",40.7433066,-74.0323752
"Keller, TX",32.934771000000005,-97.251857
"Southfield, MI",42.473368900000004,-83.2218731
"Topeka, KS",39.0490111,-95.6775557
"Goleta, CA",34.4358295,-119.8276389
"Rancho Bernardo, San Diego, CA",33.0186103,-117.06104950000001
"Stockholm, Sweden",59.3251172,18.0710935
"Burnaby, Canada",49.243277299999995,-122.9725932
"Astoria, NY",40.772014500000004,-73.9302673
"Champaign, IL",40.116420500000004,-88.2433829
"Florence, AZ",33.059919,-111.43038206330601
"Little Rock, AR",34.7464809,-92.28959470000001
"Huntington Beach, CA",33.678123799999995,-118.0000112
"Provo, UT",40.2258645,-111.66398810000001
"University City, San Diego, CA",32.854786499999996,-117.20403049999999
Japan,36.5748441,139.2394179
"Georgetown, KY",38.2097967,-84.55883109999998
"Gaslamp, San Diego, CA",32.710944399999995,-117.15970290000001
"Newport Beach, CA",33.6170092,-117.92944009999998
"Tualatin, OR",45.38385460000001,-122.7663518
"Stuttgart, Germany",48.778448499999996,9.1800132
"South Lyon, MI",42.451377,-83.65917900000002
"Lake Worth, FL",26.62121345,-80.0626731782044
"Manhattan, KS",39.1836082,-96.5716694
"University City, Philadelphia, PA",39.949279499999996,-75.18962359999998
"Westville, NJ",39.8700552,-75.12651770000002
"Boxborough, MA",42.4934474,-71.51410440000002
"State College, PA",40.794026,-77.8606975
"Fort Meade, MD",39.10517,-76.7476151474745
"Barcelona, Spain",41.3825596,2.1771352999999998
"Paris, France",48.85650560000001,2.3521334
"Santa Ana, CA",33.749959499999996,-117.87328259999998
"Nashville, TN",36.1622296,-86.774353
"Albany, CA",37.88687,-122.29774750000001
"Triangle, VA",38.5467876,-77.33664909999997
"Wellesley, MA",42.2964859,-71.2925571
"KEW GARDENS, NY",40.7139415,-73.830742
"Milton, MA",42.2495435,-71.06616120000002
"Bloomington, IN",39.1670396,-86.5342881
"North Potomac, MD",39.082886,-77.26498240000002
"Eagan, MN",44.818173,-93.1659179
"Lemoyne, PA",40.241200799999994,-76.89414029999998
"Merrifield, Fairfax, VA",38.87426110000001,-77.22662079999998
"Los Altos, CA",37.379062899999994,-122.116578
"Palo Alto, CA",37.442156,-122.16344720000001
"Woodley Park, Washington, DC",38.9251735,-77.05283850000002
"Elkridge, MD",39.2128338,-76.7137155
"Mountlake Terrace, WA",47.7909667,-122.3066395
"Tucson, AZ",32.2217422,-110.92647590000001
"Seven Corners, Falls Church, VA",,
"Roanoke, VA",37.270973,-79.94143129999998
"Pikesville, MD",39.374503499999996,-76.7227288
"Sacramento, CA",38.5815719,-121.49439950000001
"Cary, NC",35.788297299999996,-78.7811925
"Mid-City, New Orleans, LA",29.9687042,-90.0928987
"Astoria, Queens, NY",40.772014500000004,-73.9302673
"North Baltimore, Baltimore, MD",39.2556738,-76.61717979999997
"Woodside, NY",42.521728100000004,-78.7650292
"Hyde Park, NY",41.7848155,-73.93319240000002
"Glenmont, MD",39.0578804,-77.0497754
"Jamesville, NY",42.9920106,-76.07158869999998
"Great Falls, VA",38.9981653,-77.2883157
"Denver, CO",39.7391536,-104.9847034
"Gainesville, VA",38.7951501,-77.61414040000003
"Tenleytown, Washington, DC",38.9489042,-77.0802736
"North Bethesda, MD",39.0395744,-77.1208329
"Detroit, MI",42.3486635,-83.0567375
"Logan, UT",41.7313447,-111.8348631
"Westchester / LAX, Los Angeles, CA",,
"Spring Valley, CA",38.7793481,-120.5277024
"Portsmouth, VA",36.835425799999996,-76.29827420000002
"Pompton Plains, NJ",40.9681536,-74.2957043
"St. Louis Park, MN",44.9475726,-93.35690229999999
"Schwenksville, PA",40.256213,-75.46378759999997
"New Haven, CT",41.3082138,-72.92505179999998
"Riverview, FL",27.871197,-82.3269883
"Herndon, VA",38.969531599999996,-77.3859479
"Cherry Hill, NJ",39.9348351,-75.0307264
"Lawrence, KS",38.9719384,-95.2359496
"Elmhurst, NY",40.7365804,-73.8783932
"La Plata, MD",38.52928770000001,-76.9752514
"District Heights, MD",38.8576128,-76.8894171
"Milwaukee, WI",43.0349931,-87.92249699999998
"Summit, NJ",40.7182356,-74.35922959999998
"Ann Arbor Charter Township, MI",42.242261,-83.76521890000002
"Chesterfield, VA",37.3859982,-77.578509
"Torrance, CA",33.83584920000001,-118.34062879999999
"Boca Raton, FL",26.3586885,-80.08309840000003
"Dundalk, MD",39.2574114,-76.5236745
"Escondido, CA",33.1216751,-117.08148490000002
"TCU/West Cliff, Fort Worth, TX",,
"Burbank, CA",34.181648200000005,-118.3258554
"Greensboro, NC",36.0726355,-79.79197540000001
"Morristown, NJ",40.7970209,-74.481011
"Holland, MI",42.7876022,-86.1090828
"Oxon Hill, MD",38.8035961,-76.98965729999998
"Midtown West, Manhattan, NY",40.7677778,-73.9913889
"St Paul, MN",44.9504037,-93.10150259999999
"Fresh Meadows, Queens, NY",40.7348246,-73.79346679999998
"Old Fourth Ward, Atlanta, GA",,
"Accokeek, MD",38.6676168,-77.02830920000002
"West Springfield, VA",38.7726886,-77.22139840000001
"Chappaqua, NY",41.1595399,-73.76485500000003
"Troy, MI",42.6055893,-83.1499304
"Mary Esther, FL",30.40992150000001,-86.6630098
"Annapolis Junction, MD",39.12410035,-76.7943647932759
"West Hills, CA",34.2031739,-118.6454659
"Weston, CT",41.2011555,-73.38052859999998
"Montgomery, AL",32.3669656,-86.3006485
"East Northport, NY",40.8767648,-73.32456140000002
"Milan, Italy",45.4667971,9.1904984
"Knoxville, TN",35.960394799999996,-83.92102609999998
"North Myrtle Beach, SC",33.8160058,-78.68001600000002
"Northfield, OH",41.3450547,-81.528452
"Prince George's County, MD",38.803929,-76.85186949999998
"Palatine, IL",42.1103041,-88.03424
"Surf City, NC",34.4271121,-77.5460805
"Pico Rivera, CA",33.9830688,-118.09673500000001
"Sunland, Los Angeles, CA",34.266946600000004,-118.3023
"Oakton, VA",38.881384999999995,-77.3006469
"Damascus, MD",39.2884381,-77.20387170000002
"Courbevoie, France",48.8952393,2.2563404
"Chester, PA",39.849557,-75.3557458
"Hollywood, FL",26.0112014,-80.1494901
"ASTORIA, NY",40.772014500000004,-73.9302673
"Elmhurst, Queens, NY",40.7365804,-73.8783932
"Suffolk, VA",36.7282096,-76.58357029999998
"Williamsport, MD",39.6006523,-77.82055079999998
"Lanham, MD",38.9670551,-76.8619166
"Glenn Dale, MD",38.9876104,-76.8205265
"Edison, NJ",40.5382375,-74.3945172450877
"Bridgewater, NJ",39.8645566,-75.3979709
"Manassas, VA",38.744946999999996,-77.4824441252427
"Grayslake, IL",42.3433518,-88.0412192
"Albuquerque, NM",35.0841034,-106.6509851
"South Orange, NJ",40.7474966,-74.26353759999998
"Hacienda Heights, CA",33.993067700000005,-117.96867549999999
"Dublin, OH",40.0992294,-83.11407709999997
"Birmingham, AL",33.5206824,-86.80243259999996
"Delray Beach, FL",26.4614625,-80.07282009999999
"Westfield, NJ",40.6589912,-74.34737170000002
"Los Alamitos, CA",33.8037416,-118.07805330000001
"Arlington, TX",32.735581599999996,-97.10711859999999
"Huntington, NY",40.868154,-73.425676
"Pullman, WA",46.7304268,-117.173895
"Myrtle Beach, SC",33.6956461,-78.89004090000002
"Kennett Square, PA",39.8467243,-75.71159320000002
"Tulsa, OK",36.1556805,-95.9929113
"Colorado Springs, CO",38.8339578,-104.8253485
"Covington, KY",39.083622399999996,-84.508371
"St. George, UT",37.104153000000004,-113.58413130000001
"Lake Stevens, WA",48.0197794,-122.0660914
"Naperville, IL",41.772910700000004,-88.147867
"Wayne, PA",40.0440149,-75.3878616
"Charleston, WV",38.349822100000004,-81.6326301
"Troy, NY",42.7284117,-73.69178509999998
"La Mesa, CA",32.7678288,-117.02308390000002
"Seffner, FL",27.983632899999996,-82.2756468
"Batavia, IL",41.8500284,-88.3125738
"Southampton, PA",40.1742759,-75.0437814
"NAVAL AIR STATION/ JRB, TX",,
"Avondale, AZ",33.4359175,-112.3405021
"Columbia, SC",34.000749299999995,-81.03433129999998
"Gainesville, FL",29.651907,-82.3247976
"Walton Hills, OH",41.3656097,-81.5612322
"Arcade, NY",42.5339513,-78.4230737
"Mount Pleasant, SC",32.794065100000005,-79.86258509999998
"Sandy, UT",40.572851,-111.83344953162701
"La Canada Flintridge, CA",34.1998302,-118.2005236
"Wilmington, NC",34.2257282,-77.9447107
"Kent, OH",41.1536674,-81.357886
"Lansdowne, VA",39.0825264,-77.4827322
"Port Hueneme, CA",34.1593425,-119.20255045291701
"Florence, Italy",43.769871200000004,11.2555757
"Kalamazoo, MI",42.291707,-85.5872286
"London, Canada",42.988096999999996,-81.2460295
"Danville, CA",37.8215929,-121.9999606
"Muskego, WI",42.905848,-88.13897790000001
"West Lafayette, IN",40.4258686,-86.9080655
"Knightdale, NC",35.7878975,-78.4822938
"Palm Harbor, FL",28.0780718,-82.7637127
"West Chester, PA",39.9597213,-75.6059638
"Dilbeek, Belgium",50.84408625,4.26572996676428
